desertionNo,happenDt,happenPlace,upKindNm,kindNm,age,weight,sexCd,neuterYn,processState,careNm,orgNm
441393202501851,2025-11-27,월피119안전센터에서 인수,고양이,한국 고양이,2024(년생),1(Kg),F,N,보호중,한국야생동물보호협회,경기도 안산시
441391202502875,2025-11-27,경기도 평택시 포승읍 신촌길45-35,개,믹스견,2024(년생),17(Kg),F,U,보호중,평택시동물보호센터,경기도 평택시
441391202502874,2025-11-27,경기도 평택시 팽성읍 두리길47,개,믹스견,2022(년생),12(Kg),F,U,보호중,평택시동물보호센터,경기도 평택시
441391202502873,2025-11-27,경기도 포승읍 희곡리 886,개,푸들,2021(년생),6.6(Kg),M,U,종료(반환),평택시동물보호센터,경기도 평택시
441378202501732,2025-11-27,시흥동206-1,고양이,한국 고양이,2025(60일미만)(년생),0.6(Kg),F,N,보호중,펫앤쉘터동물병원,경기도 성남시
441378202501731,2025-11-27,수진동2096,개,믹스견,2024(년생),23.5(Kg),M,Y,종료(반환),펫앤쉘터동물병원,경기도 성남시
441378202501727,2025-11-27,상대원동 1437,개,푸들,2022(년생),5.8(Kg),M,N,종료(반환),펫앤쉘터동물병원,경기도 성남시
441374202501354,2025-11-27,권선구 망포로 14(곡반정동),개,진도견,2016(년생),16.00(Kg),F,U,보호중,수원시 동물보호센터,경기도 수원시
431373202501798,2025-11-27,온양읍 화산발리로 543,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,울산유기동물보호센터,울산광역시 울주군
431373202501797,2025-11-27,온양읍 화산발리로 543,개,믹스견,2025(60일미만)(년생),3.8(Kg),M,N,보호중,울산유기동물보호센터,울산광역시 울주군
431369202500764,2025-11-27,성안동,개,기타,2023(년생),25.00(Kg),F,U,보호중,산타클라라동물병원,울산광역시 중구
429362202500910,2025-11-27,북구 양산동,개,말티즈,2023(년생),3(Kg),M,Y,보호중,광주동물보호센터,광주광역시 북구
429362202500909,2025-11-27,북구 신임로31번길 11-13,개,비숑 프리제,2023(년생),5(Kg),F,U,보호중,광주동물보호센터,광주광역시 북구
428357202501697,2025-11-27,하점면 신봉리 32-24 길가,개,포메라니안,2018(년생),3.3(Kg),F,U,종료(반환),디디동물병원,인천광역시 강화군
428357202501696,2025-11-27,흥왕리 76,개,믹스견,2022(년생),26(Kg),M,N,종료(반환),디디동물병원,인천광역시 강화군
428357202501695,2025-11-27,길직리 383-1,개,믹스견,2025(60일미만)(년생),1.95(Kg),F,N,보호중,디디동물병원,인천광역시 강화군
428357202501694,2025-11-27,동검리 445 동검리마을회관,개,믹스견,2024(년생),6.8(Kg),M,N,보호중,디디동물병원,인천광역시 강화군
428357202501693,2025-11-27,동검리 445 동검리마을회관,개,믹스견,2024(년생),11.4(Kg),M,N,보호중,디디동물병원,인천광역시 강화군
428354202501280,2025-11-27,산곡119 안전센터,고양이,아비시니안,2019(년생),4.5(Kg),M,Y,종료(반환),조재진동물병원,인천광역시 부평구
427514202500281,2025-11-27,부계면 가호리,고양이,페르시안,2022(년생),3(Kg),F,Y,보호중,군위종합동물병원,대구광역시 군위군
427346202501242,2025-11-27,수성구 상동 집앞,고양이,한국 고양이,2025(년생),1.52(Kg),F,N,보호중,신세계동물병원,대구광역시 수성구
427346202501241,2025-11-27,범어클래시아 19층복도,개,비숑 프리제,2020(년생),6.94(Kg),M,Y,종료(반환),허동물병원,대구광역시 수성구
427346202501240,2025-11-27,수성도서관,개,푸들,2023(년생),4(Kg),M,Y,보호중,제니스동물병원,대구광역시 수성구
426337202500849,2025-11-27,월드컵대로111번길6-16,고양이,한국 고양이,2025(년생),0.5(Kg),F,N,종료(자연사),청조동물병원,부산광역시 연제구
426331202500663,2025-11-27,남구 신선로 319 부근,고양이,믹스묘,2025(년생),1(Kg),F,N,종료(자연사),(사)동부동물보호협회,부산광역시 남구
426331202500662,2025-11-27,남구 동명로 152번길 19-1,고양이,믹스묘,2025(60일미만)(년생),0.45(Kg),F,N,보호중,(사)동부동물보호협회,부산광역시 남구
411312202500841,2025-11-27,서울 노원구 상계로41길 16,개,믹스견,2022(년생),3(Kg),M,Y,보호중,내품애센터,서울특별시 서대문구
411312202500840,2025-11-27,서울 노원구 상계로41길 16,개,믹스견,2022(년생),3(Kg),F,Y,보호중,내품애센터,서울특별시 서대문구
411312202500839,2025-11-27,서울 노원구 상계로41길 16,개,믹스견,2022(년생),3(Kg),F,Y,보호중,내품애센터,서울특별시 서대문구
411312202500838,2025-11-27,서울 노원구 상계로41길 16,개,믹스견,2022(년생),3(Kg),F,Y,보호중,내품애센터,서울특별시 서대문구
411312202500837,2025-11-27,서울 노원구 상계로41길 16,개,믹스견,2023(년생),3(Kg),F,Y,보호중,내품애센터,서울특별시 서대문구
429363202501017,2025-11-27,광산구 쌍암공원,고양이,한국 고양이,2025(60일미만)(년생),0.38(Kg),M,N,보호중,광주동물보호센터,광주광역시 광산구
444452202502192,2025-11-27,보호소출생,개,믹스견,2025(60일미만)(년생),2.35(Kg),F,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502191,2025-11-27,보호소출생,개,믹스견,2025(60일미만)(년생),2.2(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502190,2025-11-27,보호소출생,개,믹스견,2025(60일미만)(년생),2.3(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502189,2025-11-27,보호소출생,개,믹스견,2025(60일미만)(년생),1.92(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502188,2025-11-27,보호소출생,개,믹스견,2025(60일미만)(년생),1.46(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
447523202500386,2025-11-26,풍양면 오지리,개,믹스견,2025(년생),6(Kg),M,N,보호중,예천군유기동물보호소,경상북도 예천군
447523202500385,2025-11-26,예천읍 통명리,개,믹스견,2023(년생),15(Kg),M,N,보호중,예천군유기동물보호소,경상북도 예천군
445478202500651,2025-11-26,해리면,개,믹스견,2022(년생),20(Kg),M,N,보호중,더나은동물병원,전북특별자치도 고창군
441408202501967,2025-11-26,안성천 무지개다리 부근 도로,개,기타,2023(년생),16(Kg),F,U,종료(반환),안성시동물보호센터,경기도 안성시
441408202501966,2025-11-26,보개면 서동대로 5606-35,개,믹스견,2021(년생),15.25(Kg),M,N,보호중,안성시동물보호센터,경기도 안성시
441408202501965,2025-11-26,금광면 가협길 71,개,믹스견,2022(년생),18.75(Kg),M,N,보호중,안성시동물보호센터,경기도 안성시
428356202501650,2025-11-26,연희동 698,개,치와와,2022(년생),4.5(Kg),M,N,종료(반환),가정동물병원,인천광역시 서구
428356202501649,2025-11-26,서구 서곶로709번지  지하,고양이,한국 고양이,2025(60일미만)(년생),0.2(Kg),F,N,보호중,우리동물병원,인천광역시 서구
426339202500711,2025-11-26,감전동 518-1,고양이,한국 고양이,2022(년생),4(Kg),M,N,보호중,(사)하얀비둘기,부산광역시 사상구
411302202500899,2025-11-26,효창공원역 부근,고양이,한국 고양이,2025(60일미만)(년생),1.2(Kg),M,N,보호중,남산동물병원,서울특별시 용산구
411302202500898,2025-11-26,효차공원역 부근,고양이,한국 고양이,2025(60일미만)(년생),1.2(Kg),F,N,보호중,남산동물병원,서울특별시 용산구
411302202500897,2025-11-26,원효로121-2 번지 주변,고양이,한국 고양이,2024(년생),5(Kg),M,Y,보호중,남산동물병원,서울특별시 용산구
428355202500828,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2019(년생),3.5(Kg),F,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500829,2025-11-26,계산동 태산아파트 103동,고양이,페르시안,2021(년생),4.0(Kg),M,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500830,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2020(년생),4.0(Kg),F,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500831,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2022(년생),4.0(Kg),M,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500832,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2025(60일미만)(년생),4.0(Kg),M,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500833,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2020(년생),3.5(Kg),F,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500834,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2020(년생),3.5(Kg),M,Y,보호중,신영재동물병원,인천광역시 계양구
428355202500835,2025-11-26,계산동 태산아파트 103동,고양이,한국 고양이,2019(년생),3.5(Kg),F,Y,보호중,신영재동물병원,인천광역시 계양구
447507202500120,2025-11-26,길안면 백자리,개,믹스견,2023(년생),10(Kg),M,N,보호중,유기동물보호센터,경상북도 안동시
442424202500756,2025-11-26,원덕읍 고포월천길 289,개,믹스견,2025(60일미만)(년생),1.2(Kg),F,N,보호중,삼척시동물보호센터,강원특별자치도 삼척시
447507202500110,2025-11-26,남선면 뱁실길,개,푸들,2022(년생),4(Kg),M,Y,보호중,유기동물보호센터,경상북도 안동시
445468202503107,2025-11-26,익산시오산면장신리51,고양이,한국 고양이,2025(년생),1.5(Kg),F,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503106,2025-11-26,익산시오산면장신리51,고양이,한국 고양이,2025(년생),1.5(Kg),M,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503105,2025-11-26,익산시오산면장신리51,고양이,한국 고양이,2025(년생),1.5(Kg),M,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503104,2025-11-26,익산시춘포면마전1길,개,푸들,2015(년생),5(Kg),F,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503103,2025-11-26,익산시나룻가신천길42 효진산업,개,푸들,2015(년생),5(Kg),F,N,보호중,익산유기동물보호소,전북특별자치도 익산시
444455202500477,2025-11-26,제원면 재말길38,개,진도견,2022(년생),15(Kg),M,U,보호중,제일동물병원,충청남도 금산군
441559202501262,2025-11-26,경기 양주시 청담로243번길 20 (고암동),고양이,한국 고양이,2024(년생),5.4(Kg),F,U,종료(자연사),한국동물구조관리협회,경기도 양주시
441559202501261,2025-11-26,경기 양주시 은현면 백은로 590-1 (도하리) 인근,개,믹스견,2018(년생),13(Kg),F,U,보호중,한국동물구조관리협회,경기도 양주시
441559202501260,2025-11-26,경기 양주시 광적면 광석리 244-1,개,믹스견,2025(년생),4(Kg),M,N,보호중,한국동물구조관리협회,경기도 양주시
428349202501029,2025-11-26,운남 119 인근,고양이,한국 고양이,2025(60일미만)(년생),0.54(Kg),F,U,보호중,신공항동물병원,인천광역시 중구
428349202501028,2025-11-26,운남 119 인근,고양이,한국 고양이,2025(60일미만)(년생),0.38(Kg),F,U,보호중,신공항동물병원,인천광역시 중구
450650202503203,2025-11-26,제주시 도두일동 오일장서길 26 제주시민속오일장 내 어물전업체 앞	,고양이,한국 고양이,2024(년생),2(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503200,2025-11-26,제주시 조천읍 번영로 1278-169 에코랜드,개,믹스견,2024(년생),11(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503199,2025-11-26,제주시 이도일동 동광로1길 6 돼지구이연구소 4층,개,푸들,2024(년생),4.5(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503198,2025-11-26,서귀포시 남원읍 하례리 서성로입구교차로 인근,개,믹스견,2023(년생),20(Kg),F,U,보호중,제주 동물보호센터,제주특별자치도
450650202503197,2025-11-26,서귀포시 성산읍 고성리 887 소수산봉 입구 인근,개,믹스견,2025(년생),2.4(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503196,2025-11-26,제주시 한경면 저지리 산37-27 인근,개,믹스견,2025(년생),3(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503195,2025-11-26,제주시 한경면 저지리 산37-27 인근,개,믹스견,2025(년생),3(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503194,2025-11-26,제주시 한경면 저지리 산37-27 인근,개,믹스견,2023(년생),13(Kg),F,U,보호중,제주 동물보호센터,제주특별자치도
448539202500340,2025-11-26,의령읍 의병로8길 35-18,개,말티즈,2021(년생),3(Kg),F,U,종료(반환),의령군 동물보호센터,경상남도 의령군
448538202500768,2025-11-26,원동면화제리내화마을,개,믹스견,2025(60일미만)(년생),1.4(Kg),M,U,보호중,양산시 동물보호센터,경상남도 양산시
448538202500767,2025-11-26,원동면화제리내화마을,개,믹스견,2025(60일미만)(년생),1.0(Kg),F,U,보호중,양산시 동물보호센터,경상남도 양산시
448536202501005,2025-11-26,삼랑진읍,개,믹스견,2022(년생),25(Kg),M,N,보호중,밀양시 동물보호센터,경상남도 밀양시
448535202501728,2025-11-26,김해시 화목동 1916,개,믹스견,2025(년생),3(Kg),M,U,종료(반환),(사)동물보호관리협회,경상남도 김해시
448535202501727,2025-11-26,김해시 화목동 1916,개,믹스견,2025(년생),3(Kg),F,U,종료(반환),(사)동물보호관리협회,경상남도 김해시
448535202501726,2025-11-26,김해시 화목동 1916,개,믹스견,2025(년생),3(Kg),M,U,종료(반환),(사)동물보호관리협회,경상남도 김해시
448535202501725,2025-11-26,김해시 화목동 1916,개,믹스견,2025(년생),3(Kg),M,U,종료(반환),(사)동물보호관리협회,경상남도 김해시
448535202501724,2025-11-26,김해시 동부소방소서 구조대,개,믹스견,2020(년생),12(Kg),F,U,보호중,(사)동물보호관리협회,경상남도 김해시
448533202500887,2025-11-26,통영시 무전동 줌 아울렛 (1511261),개,믹스견,2018(년생),5(Kg),F,N,보호중,통영시동물보호센터,경상남도 통영시
446494202500557,2025-11-26,서호면 금강길 8-7,개,믹스견,2021(년생),16(Kg),F,N,보호중,유기동물 삼호 보호소,전라남도 영암군
446493202500369,2025-11-26,산이면 부동리,개,믹스견,2022(년생),10.52(Kg),F,U,보호중,해남유기동물보호센터,전라남도 해남군
446483202501938,2025-11-26,나주시남평읍남석리67-2가톨릭대학교,개,믹스견,2025(60일미만)(년생),2.2(Kg),M,N,보호중,나주유기동물보호센터,전라남도 나주시
446483202501937,2025-11-26,나주시남평읍남석리67-2가톨릭대학교,개,믹스견,2025(60일미만)(년생),2(Kg),F,N,보호중,나주유기동물보호센터,전라남도 나주시
446483202501936,2025-11-26,나주시남평읍남석리67-2가톨릭대학교,개,믹스견,2025(60일미만)(년생),2(Kg),M,N,보호중,나주유기동물보호센터,전라남도 나주시
446483202501935,2025-11-26,나주시남평읍남석리67-2가톨릭대학교,개,믹스견,2025(60일미만)(년생),2(Kg),F,N,보호중,나주유기동물보호센터,전라남도 나주시
446483202501934,2025-11-26,나주시남고문로72남고문셀프주유소,고양이,한국 고양이,2022(년생),3(Kg),M,N,보호중,나주유기동물보호센터,전라남도 나주시
446483202501933,2025-11-26,나주시세지면산계1길14-4,개,믹스견,2020(년생),17(Kg),F,N,보호중,나주유기동물보호센터,전라남도 나주시
446481202501026,2025-11-26,여서동 731 한화후문 인근,개,믹스견,2025(60일미만)(년생),2.5(Kg),F,N,보호중,반려동물보호센터,전라남도 여수시
445476202500439,2025-11-26,전북 임실군 임실읍 치즈마을길 265-25 ,개,믹스견,2025(년생),4(Kg),F,N,보호중,임실유기동물보호센터,전북특별자치도 임실군
445476202500438,2025-11-26,전북 임실군 임실읍 치즈마을길 265-25 ,개,믹스견,2025(년생),4(Kg),F,N,보호중,임실유기동물보호센터,전북특별자치도 임실군
445467202502526,2025-11-26,경포천로 110 인근 산책길,고양이,믹스묘,2025(60일미만)(년생),0.7(Kg),F,N,종료(자연사),군산유기동물보호센터,전북특별자치도 군산시
444452202502187,2025-11-26,염치읍 송곡길 68번길 근처 배회,개,믹스견,2020(년생),20.8(Kg),F,U,보호중,아산동물복지지원센터,충청남도 아산시
441553202503681,2025-11-26,마도면 금해로 인근,개,믹스견,2023(년생),15(Kg),F,U,보호중,화성동물보호센터,경기도 화성시
441414202500829,2025-11-26,경기 연천군 미산면 우정리 831 인근 야산,개,믹스견,2023(년생),10.4(Kg),F,U,보호중,한국동물구조관리협회,경기도 연천군
441414202500828,2025-11-26,경기 연천군 미산면 우정리 831 인근 야산 ,개,믹스견,2024(년생),9(Kg),M,N,보호중,한국동물구조관리협회,경기도 연천군
441414202500827,2025-11-26,경기 연천군 미산면 우정리 831 인근 야산,개,믹스견,2023(년생),7.6(Kg),M,N,보호중,한국동물구조관리협회,경기도 연천군
441409202501765,2025-11-26,경기 김포시 대곶면 상마신기로 146 (상마리) 인근 밭,개,믹스견,2022(년생),23.4(Kg),M,N,보호중,한국동물구조관리협회,경기도 김포시
441406202501732,2025-11-26,"경기 파주시 통일로 600 (아동동, 파주농업기술센터)",개,믹스견,2022(년생),10.6(Kg),M,N,보호중,한국동물구조관리협회,경기도 파주시
441399202502564,2025-11-26,비룡로 321,개,믹스견,2021(년생),15(Kg),M,N,보호중,남양주시동물보호센터,경기도 남양주시
431373202501796,2025-11-26,상북면 소야정길 216-39,개,믹스견,2022(년생),11(Kg),Q,U,보호중,울산유기동물보호센터,울산광역시 울주군
431373202501795,2025-11-26,삼남읍 방기리591-1,고양이,한국 고양이,2023(년생),3.4(Kg),Q,N,종료(안락사),울산유기동물보호센터,울산광역시 울주군
431373202501794,2025-11-26,청량읍 화창9길 22,고양이,한국 고양이,2021(년생),4(Kg),Q,N,종료(자연사),울산유기동물보호센터,울산광역시 울주군
430368202500529,2025-11-26,비래동 444 번지,개,진도견,2020(년생),20(Kg),M,U,종료(반환),대전동물보호센터,대전광역시 대덕구
430368202500528,2025-11-26,송촌동 세연중앙교회,개,믹스견,2024(년생),12(Kg),F,U,보호중,대전동물보호센터,대전광역시 대덕구
430366202500728,2025-11-26,경성큰마을 네거리,개,시츄,2022(년생),2(Kg),F,U,종료(반환),대전동물보호센터,대전광역시 서구
430365202500593,2025-11-26,침산동 398 번지 주변,개,믹스견,2020(년생),28(Kg),F,U,보호중,대전동물보호센터,대전광역시 중구
430365202500592,2025-11-26,유천동 먹자골목 주변,개,비숑 프리제,2021(년생),6(Kg),M,U,종료(반환),대전동물보호센터,대전광역시 중구
429362202500908,2025-11-26,북구 양산동 288-15,개,비숑 프리제,2019(년생),5(Kg),F,U,보호중,광주동물보호센터,광주광역시 북구
429362202500907,2025-11-26,북구 일곡동 753-95,개,푸들,2024(년생),2.6(Kg),F,U,보호중,광주동물보호센터,광주광역시 북구
428357202501692,2025-11-26,동검리 445 동검리마을회관,개,믹스견,2024(년생),11.6(Kg),M,N,보호중,디디동물병원,인천광역시 강화군
428357202501691,2025-11-26,동검리 445 동검리마을회관,개,믹스견,2024(년생),10.5(Kg),M,N,보호중,디디동물병원,인천광역시 강화군
428355202500827,2025-11-26,서운동 서운가스충전소,개,시츄,2025(60일미만)(년생),4.0(Kg),F,N,보호중,신영재동물병원,인천광역시 계양구
428355202500826,2025-11-26,계산동 투루엘아파트앞 상가,고양이,한국 고양이,2025(60일미만)(년생),0.4(Kg),M,N,보호중,신영재동물병원,인천광역시 계양구
428354202501278,2025-11-26,가족공원,기타,기타축종,2025(60일미만)(년생),0.1(Kg),Q,N,보호중,삼산종합동물병원,인천광역시 부평구
428354202501277,2025-11-26,가족공원,기타,기타축종,2025(60일미만)(년생),0.1(Kg),Q,N,보호중,삼산종합동물병원,인천광역시 부평구
428354202501276,2025-11-26,가족공원,기타,기타축종,2025(60일미만)(년생),0.1(Kg),Q,N,보호중,삼산종합동물병원,인천광역시 부평구
428354202501275,2025-11-26,가족공원,기타,기타축종,2025(60일미만)(년생),0.1(Kg),Q,N,보호중,삼산종합동물병원,인천광역시 부평구
428351202500726,2025-11-26,미추홀구 경원대로 781번길 72,개,푸들,2024(년생),4(Kg),M,Y,보호중,인천광역시수의사회,인천광역시 미추홀구
428349202501027,2025-11-26,운남 119 인근,고양이,한국 고양이,2025(60일미만)(년생),0.42(Kg),F,U,보호중,신공항동물병원,인천광역시 중구
427342202500899,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),F,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500898,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),F,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500897,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500896,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500895,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),F,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500894,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500893,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500892,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),F,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500891,2025-11-26,팔공산 케이블카 부근,개,믹스견,2025(60일미만)(년생),3(Kg),F,N,보호중,대구유기동물보호센터,대구광역시 동구
427342202500890,2025-11-26,동촌 119,고양이,한국 고양이,2024(년생),3.45(Kg),M,N,종료(자연사),대구유기동물보호센터,대구광역시 동구
426338202500534,2025-11-26,민락수변로92 민락어촌계 밑 화단,고양이,믹스묘,2023(년생),4.5(Kg),M,N,보호중,(사)동부동물보호협회,부산광역시 수영구
411323202501107,2025-11-26,"서울 송파구 성내천로47길 38 (마천동, 송파파크데일2단지) 공터 놀이터",개,믹스견,2024(년생),4.9(Kg),F,U,보호중,한국동물구조관리협회,서울특별시 송파구
411306202500854,2025-11-26,"서울 중랑구 봉화산로 179 (신내동, 중랑구청)",개,믹스견,2019(년생),9(Kg),M,N,종료(반환),한국동물구조관리협회,서울특별시 중랑구
429359202500436,2025-11-26,동구 황금동,고양이,한국 고양이,2021(년생),4(Kg),F,Y,보호중,광주동물보호센터,광주광역시 동구
448567202501819,2025-11-26,진해구 두동 1240,개,믹스견,2025(년생),4.5(Kg),M,N,보호중,창원동물보호센터,경상남도 창원시 의창성산구
448567202501818,2025-11-26,진해구 병암동 행정복지센터 부근,개,믹스견,2021(년생),7(Kg),M,Y,보호중,창원동물보호센터,경상남도 창원시 의창성산구
448567202501817,2025-11-26,진해구 용원동 코아루@ 단지 내,개,골든 리트리버,2011(년생),24(Kg),M,N,종료(반환),창원동물보호센터,경상남도 창원시 의창성산구
448548202501078,2025-11-26,합천소방서,개,믹스견,2020(년생),10(Kg),M,N,보호중,태민동물보호센터,경상남도 합천군
448548202501077,2025-11-26,합천소방서,개,믹스견,2021(년생),6(Kg),F,N,보호중,태민동물보호센터,경상남도 합천군
448548202501076,2025-11-26,합천소방서,개,믹스견,2021(년생),7(Kg),F,N,보호중,태민동물보호센터,경상남도 합천군
448546202500537,2025-11-26,함양읍,개,믹스견,2022(년생),20(Kg),M,N,보호중,함양군위탁보호소,경상남도 함양군
448543202500205,2025-11-26,창선면 지족,개,믹스견,2025(60일미만)(년생),1.6(Kg),F,N,보호중,남해군동물보호센터,경상남도 남해군
448543202500204,2025-11-26,창선면 지족,개,믹스견,2025(60일미만)(년생),2.1(Kg),F,N,보호중,남해군동물보호센터,경상남도 남해군
448543202500203,2025-11-26,창선면 지족,개,믹스견,2025(60일미만)(년생),1.6(Kg),F,N,보호중,남해군동물보호센터,경상남도 남해군
448543202500202,2025-11-26,남해읍 심천리,고양이,한국 고양이,2025(년생),1.6(Kg),M,N,보호중,남해군동물보호센터,경상남도 남해군
448543202500201,2025-11-26,상주면 상주리,개,시츄,2024(년생),3(Kg),F,N,보호중,남해군동물보호센터,경상남도 남해군
448541202501865,2025-11-26,남지읍 홍정길,개,믹스견,2020(년생),15(Kg),M,N,보호중,창녕 유기동물보호소,경상남도 창녕군
448541202501864,2025-11-26,남지읍 고곡길,개,믹스견,2025(년생),7(Kg),F,N,보호중,창녕 유기동물보호소,경상남도 창녕군
448541202501863,2025-11-26,계성면 영산계성로,고양이,한국 고양이,2025(년생),2(Kg),M,Y,보호중,창녕 유기동물보호소,경상남도 창녕군
448537202501439,2025-11-26,거제면 아지랑마을 경로당,개,믹스견,2020(년생),5(Kg),F,N,보호중,거제시동물보호센터,경상남도 거제시
447524202500084,2025-11-26,문단1리 마을회관인근,개,보더 콜리,2025(60일미만)(년생),1(Kg),F,N,보호중,봉화군유기동물보호소,경상북도 봉화군
447524202500083,2025-11-26,문단1리 마을회관인근,개,보더 콜리,2025(60일미만)(년생),1(Kg),F,N,보호중,봉화군유기동물보호소,경상북도 봉화군
447524202500082,2025-11-26,문단1리 마을회관인근,개,보더 콜리,2025(년생),10(Kg),M,N,보호중,봉화군유기동물보호소,경상북도 봉화군
447524202500081,2025-11-26,물야면 문수로 1034,개,믹스견,2025(60일미만)(년생),10(Kg),F,N,보호중,봉화군유기동물보호소,경상북도 봉화군
447522202500394,2025-11-26,기산면봉산리,개,믹스견,2025(60일미만)(년생),1.5(Kg),F,N,보호중,칠곡유기동물보호센터,경상북도 칠곡군
447522202500393,2025-11-26,기산면봉산리,개,믹스견,2025(60일미만)(년생),1.5(Kg),M,N,보호중,칠곡유기동물보호센터,경상북도 칠곡군
447521202500534,2025-11-26,성주군 선남면 선노로522,고양이,한국 고양이,2025(60일미만)(년생),500(Kg),Q,N,보호중,성주유기동물보호센터,경상북도 성주군
447521202500533,2025-11-26,역사공원,고양이,한국 고양이,2025(60일미만)(년생),500(Kg),F,N,보호중,성주유기동물보호센터,경상북도 성주군
447521202500532,2025-11-26,가천벽돌,고양이,한국 고양이,2025(60일미만)(년생),800(Kg),F,N,보호중,성주유기동물보호센터,경상북도 성주군
447521202500531,2025-11-26,가천벽돌,고양이,한국 고양이,2025(60일미만)(년생),800(Kg),F,N,보호중,성주유기동물보호센터,경상북도 성주군
447521202500530,2025-11-26,가천벽돌,고양이,한국 고양이,2025(60일미만)(년생),800(Kg),F,N,보호중,성주유기동물보호센터,경상북도 성주군
447521202500529,2025-11-26,가천벽돌,고양이,한국 고양이,2025(60일미만)(년생),800(Kg),F,N,보호중,성주유기동물보호센터,경상북도 성주군
447519202500402,2025-11-26,풍각면 흑석리,개,믹스견,2022(년생),10(Kg),M,U,보호중,청도군동물보호센터,경상북도 청도군
447511202501444,2025-11-26,상주시 성동2길일대,개,포메라니안,2024(년생),2.76(Kg),F,N,종료(반환),상주시 동물보호센터,경상북도 상주시
447511202501443,2025-11-26,상주시 매호2길 일대,개,믹스견,2025(60일미만)(년생),0.84(Kg),F,N,보호중,상주시 동물보호센터,경상북도 상주시
447511202501442,2025-11-26,상주시 매호2길 일대,개,믹스견,2025(60일미만)(년생),0.96(Kg),M,N,보호중,상주시 동물보호센터,경상북도 상주시
447511202501441,2025-11-26,상주시 매호2길 일대,개,믹스견,2025(60일미만)(년생),1.22(Kg),F,N,보호중,상주시 동물보호센터,경상북도 상주시
447511202501440,2025-11-26,상주시 매호2길 일대,개,믹스견,2025(60일미만)(년생),1.16(Kg),F,N,보호중,상주시 동물보호센터,경상북도 상주시
447509202500344,2025-11-26,영주시내 대로변,개,말티즈,2020(년생),3(Kg),Q,U,보호중,영주시 동물보호센터,경상북도 영주시
447505202501632,2025-11-26,용황로 2길 근방,개,시츄,2015(년생),6.8(Kg),M,N,종료(반환),경주동물사랑보호센터,경상북도 경주시
446495202500375,2025-11-26,몽탄면 몽탄로 861,개,믹스견,2025(년생),3(Kg),F,N,보호중,무안군유기동물보호소,전라남도 무안군
