desertionNo,happenDt,happenPlace,upKindNm,kindNm,age,weight,sexCd,neuterYn,processState,careNm,orgNm
427347202500923,2025-12-02,대성사 부근,개,믹스견,2025(60일미만)(년생),2(Kg),M,N,보호중,대구유기동물보호협회,대구광역시 달서구
427347202500922,2025-12-02,대성사 부근,개,믹스견,2025(60일미만)(년생),2(Kg),M,N,보호중,대구유기동물보호협회,대구광역시 달서구
427347202500921,2025-12-02,대성사 부근,개,믹스견,2025(60일미만)(년생),2(Kg),M,N,보호중,대구유기동물보호협회,대구광역시 달서구
427345202500846,2025-12-02,무태 119,개,푸들,2022(년생),3(Kg),M,Y,보호중,대구유기동물보호협회,대구광역시 북구
427343202501112,2025-12-02,서구 비산동 북비산초등학교부근,개,믹스견,2023(년생),2.6(Kg),F,N,보호중,대구시수의사회(보경),대구광역시 서구
427342202500905,2025-12-02,둔산로 211,개,기타,2022(년생),8(Kg),F,N,보호중,대구유기동물보호센터,대구광역시 동구
426337202500850,2025-12-02,쌍미천로119번길38,고양이,한국 고양이,2025(년생),0.5(Kg),M,N,보호중,청조동물병원,부산광역시 연제구
426331202500665,2025-12-02,동명로 160,개,믹스견,2025(년생),18(Kg),M,N,종료(반환),(사)동부동물보호협회,부산광역시 남구
411320202500711,2025-12-02,탑골 공원,고양이,한국 고양이,2020(년생),8.8(Kg),M,Y,보호중,디아크 동물종합병원,서울특별시 관악구
411310202500833,2025-12-02,노원구 상계로41길 16,개,믹스견,2024(년생),5.5(Kg),F,Y,보호중,노원반려동물문화센터,서울특별시 노원구
411310202500832,2025-12-02,노원구 상계로41길 16,개,믹스견,2024(년생),4(Kg),F,Y,보호중,노원반려동물문화센터,서울특별시 노원구
411305202500769,2025-12-02,천호대로 145,고양이,한국 고양이,2025(년생),0.7(Kg),F,N,보호중,동대문구청,서울특별시 동대문구
447510202500778,2025-12-01,임고 고천리,개,라브라도 리트리버,2020(년생),30(Kg),M,N,보호중,영천유기동물보호센터,경상북도 영천시
447510202500777,2025-12-01,망정동 휴먼시아,개,믹스견,2023(년생),15(Kg),M,N,보호중,영천유기동물보호센터,경상북도 영천시
446480202501765,2025-12-01,삽진산단,개,믹스견,2025(년생),4.6(Kg),F,N,보호중,목포시유기동물보호소,전라남도 목포시
446480202501764,2025-12-01,삽진산단,개,믹스견,2025(년생),4.9(Kg),F,N,보호중,목포시유기동물보호소,전라남도 목포시
444452202502213,2025-12-01,음봉면 쌍용길30,개,믹스견,2025(60일미만)(년생),4.6(Kg),F,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502212,2025-12-01,음봉면 쌍용길30,개,믹스견,2025(60일미만)(년생),4.6(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502211,2025-12-01,음봉면 쌍용길30,개,믹스견,2025(60일미만)(년생),4.5(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502210,2025-12-01,음봉면 쌍용길30,개,믹스견,2025(60일미만)(년생),4.5(Kg),F,N,보호중,아산동물복지지원센터,충청남도 아산시
444452202502209,2025-12-01,음봉면 쌍용길30,개,믹스견,2025(년생),5.5(Kg),M,N,보호중,아산동물복지지원센터,충청남도 아산시
444450202500542,2025-12-01,계룡면 양화리 32~11,개,믹스견,2025(년생),2.25(Kg),M,N,보호중,공주시 동물보호센터,충청남도 공주시
444450202500541,2025-12-01,계룡면 양화리 32~11,개,믹스견,2025(년생),2.25(Kg),M,N,보호중,공주시 동물보호센터,충청남도 공주시
441559202501277,2025-12-01,경기 양주시 만송로330번길 23 (만송동),개,믹스견,2022(년생),7.3(Kg),M,N,보호중,한국동물구조관리협회,경기도 양주시
431373202501803,2025-12-01,온양읍 대안리 일대,고양이,한국 고양이,2025(60일미만)(년생),0.4(Kg),Q,N,종료(자연사),울산유기동물보호센터,울산광역시 울주군
450650202503240,2025-12-01,서귀포시 남원읍 태위로 374,고양이,한국 고양이,2022(년생),3.2(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503239,2025-12-01,제주시 애월읍 상가리 1976-10,고양이,한국 고양이,2025(년생),1.2(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503238,2025-12-01,제주시 구좌읍 세화1길 20-1 세화달밤포차,고양이,한국 고양이,2025(년생),1.3(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503235,2025-12-01,서귀포시 하원동 8-1 하원동탐라왕자묘,개,믹스견,2025(60일미만)(년생),1.4(Kg),F,N,보호중,제주 동물보호센터,제주특별자치도
450650202503234,2025-12-01,서귀포시 하원동 8-1 하원동탐라왕자묘,개,믹스견,2025(60일미만)(년생),1.4(Kg),F,N,보호중,제주 동물보호센터,제주특별자치도
450650202503233,2025-12-01,서귀포시 하원동 8-1 하원동탐라왕자묘,개,믹스견,2025(60일미만)(년생),1.2(Kg),F,N,보호중,제주 동물보호센터,제주특별자치도
450650202503232,2025-12-01,서귀포시 하원동 8-1 하원동탐라왕자묘,개,믹스견,2025(60일미만)(년생),1.3(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503231,2025-12-01,서귀포시 하원동 8-1 하원동탐라왕자묘,개,믹스견,2025(60일미만)(년생),1.5(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503230,2025-12-01,서귀포시 상효동 1581 우리들골프장,개,믹스견,2025(60일미만)(년생),1.8(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503229,2025-12-01,서귀포시 상효동 1581 우리들골프장,개,믹스견,2025(60일미만)(년생),2.5(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503228,2025-12-01,서귀포시 성산읍 신풍하동로 277번길 114-57,개,믹스견,2025(년생),3.8(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503227,2025-12-01,서귀포시 성산읍 시흥상동로 68번길 2-15,개,믹스견,2023(년생),9.2(Kg),F,U,보호중,제주 동물보호센터,제주특별자치도
450650202503226,2025-12-01,서귀포시 상효동 1581 우리들골프장,개,믹스견,2025(60일미만)(년생),2.6(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503225,2025-12-01,제주시 한림읍 상대리 2322-1,개,믹스견,2020(년생),27.2(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503224,2025-12-01,제주시 한림읍 상대리 644-23,개,믹스견,2023(년생),8.3(Kg),M,N,보호중,제주 동물보호센터,제주특별자치도
450650202503223,2025-12-01,제주시 한림읍 월각로 420-62 오월의정원민박,개,믹스견,2024(년생),16.8(Kg),F,U,보호중,제주 동물보호센터,제주특별자치도
450650202503222,2025-12-01,제주시 구좌읍 상도로 292-46,개,믹스견,2025(60일미만)(년생),1.2(Kg),F,N,보호중,제주 동물보호센터,제주특별자치도
450650202503221,2025-12-01,제주시 구좌읍 상도로 292-46,개,믹스견,2025(60일미만)(년생),1.3(Kg),F,N,보호중,제주 동물보호센터,제주특별자치도
450650202503220,2025-12-01,제주시 구좌읍 상도로 292-46,개,믹스견,2025(60일미만)(년생),1.3(Kg),F,N,보호중,제주 동물보호센터,제주특별자치도
448539202500342,2025-12-01,의병로17길 3-5,개,말티즈,2024(년생),7(Kg),F,U,보호중,의령군 동물보호센터,경상남도 의령군
448535202501749,2025-12-01,김해시 불암동 79,개,믹스견,2020(년생),2(Kg),M,U,종료(반환),(사)동물보호관리협회,경상남도 김해시
447512202500691,2025-12-01,동로생달,개,믹스견,2022(년생),6(Kg),F,N,보호중,종합축산,경상북도 문경시
447509202500358,2025-12-01,풍기 코리아식자재마트,개,믹스견,2020(년생),7.2(Kg),F,U,종료(반환),영주시 동물보호센터,경상북도 영주시
447509202500357,2025-12-01,무섬마을 내 무섬식당,개,믹스견,2025(60일미만)(년생),1.7(Kg),M,N,보호중,영주시 동물보호센터,경상북도 영주시
447507202500130,2025-12-01,용상동 예담하이츠빌라,개,포메라니안,2017(년생),3(Kg),M,Y,종료(반환),유기동물보호센터,경상북도 안동시
447507202500129,2025-12-01,용상동 일대,개,비숑 프리제,2025(년생),5(Kg),M,Y,보호중,유기동물보호센터,경상북도 안동시
446499202500274,2025-12-01,고금면 상정리55,개,믹스견,2024(년생),10(Kg),F,N,보호중,유기동물임시보호센터,전라남도 완도군
446499202500273,2025-12-01,고금면 상정리55,개,믹스견,2023(년생),20(Kg),M,N,보호중,유기동물임시보호센터,전라남도 완도군
446499202500272,2025-12-01,대야일구 1길 88,개,믹스견,2023(년생),7(Kg),M,N,보호중,유기동물임시보호센터,전라남도 완도군
446488202500347,2025-12-01,도화면,개,믹스견,2025(년생),5(Kg),F,N,보호중,고흥군임시보호센터,전라남도 고흥군
446488202500346,2025-12-01,도화면,개,믹스견,2025(년생),5(Kg),F,N,보호중,고흥군임시보호센터,전라남도 고흥군
446488202500345,2025-12-01,도화면,개,믹스견,2025(년생),4(Kg),F,N,보호중,고흥군임시보호센터,전라남도 고흥군
446488202500344,2025-12-01,도화면,개,믹스견,2022(년생),9(Kg),F,N,보호중,고흥군임시보호센터,전라남도 고흥군
446488202500343,2025-12-01,도화면 고흥만,개,믹스견,2022(년생),10(Kg),F,N,보호중,고흥군임시보호센터,전라남도 고흥군
446481202501039,2025-12-01,서교2길 9-2,개,믹스견,2019(년생),6.0(Kg),M,N,보호중,반려동물보호센터,전라남도 여수시
445474202500064,2025-12-01,무주읍 방죽안길 마을 저수지 인근,개,믹스견,2025(년생),2(Kg),M,U,보호중,무주군,전북특별자치도 무주군
445468202503121,2025-12-01,익산시 성모병원,개,라브라도 리트리버,2022(년생),20(Kg),F,U,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503120,2025-12-01,익산시삼기면백제로1645,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),F,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503119,2025-12-01,익산시 금마면 동고도리 494-1,개,진도견,2013(년생),13(Kg),M,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503118,2025-12-01,익산시삼기면백제로1645,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),M,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503117,2025-12-01,익산시삼기면백제로1645,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),M,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445468202503116,2025-12-01,익산시삼기면백제로1645,고양이,한국 고양이,2025(60일미만)(년생),0.5(Kg),M,N,보호중,익산유기동물보호소,전북특별자치도 익산시
445467202502535,2025-12-01,나포면 외곡길 39-1,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,군산유기동물보호센터,전북특별자치도 군산시
445467202502534,2025-12-01,나포면 외곡길 39-1,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,군산유기동물보호센터,전북특별자치도 군산시
445467202502533,2025-12-01,나포면 외곡길 39-1,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,군산유기동물보호센터,전북특별자치도 군산시
445467202502532,2025-12-01,나포면 외곡길 39-1,개,믹스견,2025(60일미만)(년생),3(Kg),M,N,보호중,군산유기동물보호센터,전북특별자치도 군산시
444461202500368,2025-12-01,예산읍 신례원,개,믹스견,2023(년생),5(Kg),M,N,종료(반환),예산임시동물보호센터,충청남도 예산군
444461202500364,2025-12-01,응봉면 구 파출소 앞,고양이,한국 고양이,2025(60일미만)(년생),0.7(Kg),Q,U,보호중,예산임시동물보호센터,충청남도 예산군
444461202500363,2025-12-01,응봉면 구 파출소 앞,고양이,한국 고양이,2025(60일미만)(년생),0.7(Kg),Q,U,보호중,예산임시동물보호센터,충청남도 예산군
444457202500668,2025-12-01,외산면 무량로 80,개,믹스견,2023(년생),6.5(Kg),M,N,보호중,남부여동물보호소,충청남도 부여군
443439202500905,2025-12-01,CU신덕로점(신니면),개,스피츠,2016(년생),7(Kg),F,N,보호중,충주시동물보호센터,충청북도 충주시
442430202500316,2025-12-01,철원군 동송읍 신대동길 61-13,개,믹스견,2019(년생),9(Kg),F,N,보호중,철원군,강원특별자치도 철원군
441560202501809,2025-12-01,경기 포천시 관인면 초과리 산100-1,개,요크셔 테리어,2017(년생),5.7(Kg),F,U,보호중,한국동물구조관리협회,경기도 포천시
441560202501808,2025-12-01,경기 포천시 내촌면 금강로2877번길 7-9 (소학리),개,믹스견,2025(년생),5.5(Kg),F,U,보호중,한국동물구조관리협회,경기도 포천시
441560202501807,2025-12-01,경기 포천시 내촌면 금강로2877번길 7-9 (소학리),개,믹스견,2025(년생),5.5(Kg),F,U,보호중,한국동물구조관리협회,경기도 포천시
441560202501806,2025-12-01,경기 포천시 내촌면 금강로2877번길 7-9 (소학리),개,믹스견,2025(년생),6.4(Kg),F,U,보호중,한국동물구조관리협회,경기도 포천시
441409202501780,2025-12-01,경기 김포시 월곶면 군하로 232 (군하리),고양이,한국 고양이,2025(년생),2.1(Kg),F,U,보호중,한국동물구조관리협회,경기도 김포시
441409202501779,2025-12-01,경기 김포시 고촌읍 향산리 609-2,개,믹스견,2025(60일미만)(년생),0.5(Kg),F,U,보호중,한국동물구조관리협회,경기도 김포시
441409202501778,2025-12-01,경기 김포시 고촌읍 향산리 609-2,개,믹스견,2025(60일미만)(년생),0.5(Kg),M,N,보호중,한국동물구조관리협회,경기도 김포시
441409202501777,2025-12-01,경기 김포시 고촌읍 향산리 609-2,개,믹스견,2025(60일미만)(년생),0.6(Kg),M,N,보호중,한국동물구조관리협회,경기도 김포시
441409202501776,2025-12-01,경기 김포시 고촌읍 향산리 609-2,개,믹스견,2025(60일미만)(년생),0.5(Kg),M,N,보호중,한국동물구조관리협회,경기도 김포시
441409202501775,2025-12-01,경기 김포시 고촌읍 향산리 609-2,개,믹스견,2025(60일미만)(년생),0.49(Kg),F,U,보호중,한국동물구조관리협회,경기도 김포시
441409202501774,2025-12-01,경기 김포시 옹주물로 94-10 (감정동),개,믹스견,2025(년생),2.5(Kg),M,N,보호중,한국동물구조관리협회,경기도 김포시
441406202501790,2025-12-01,경기 파주시 광탄면 발랑리 77-6,개,믹스견,2025(년생),3.3(Kg),M,N,보호중,한국동물구조관리협회,경기도 파주시
441406202501789,2025-12-01,경기 파주시 광탄면 발랑리 77-6,개,믹스견,2025(년생),2.3(Kg),F,U,보호중,한국동물구조관리협회,경기도 파주시
441406202501788,2025-12-01,경기 파주시 광탄면 발랑리 97-6,개,믹스견,2025(년생),4(Kg),M,N,보호중,한국동물구조관리협회,경기도 파주시
441406202501787,2025-12-01,경기 파주시 광탄면 발랑리 97-6,개,믹스견,2025(년생),3.6(Kg),F,N,보호중,한국동물구조관리협회,경기도 파주시
441406202501786,2025-12-01,경기 파주시 광탄면 보광로 601-3 (영장리) 인근,개,믹스견,2025(년생),2.2(Kg),F,U,보호중,한국동물구조관리협회,경기도 파주시
